TaskID,TaskName,TaskDescription,Assignee,Initiative,Vertical,EffortEstimate,PriorityBand,ClassificationCategory,NeedsReviewFlag,AuditNotes,TagCompletenessScore,DelegationReadinessFlag,GrammarAuditFlag,ObjectiveClarityFlag,OriginalTaskName,TitleRewriteNotes,TranscriptionMatchNotes,OriginalDescription,OriginalTaskID_from_Split,CrossReferenceNotes,ClarificationAttemptNotes,InferenceNotes,ManualReviewFlag,ReviewReason,QC_ReadabilityNotes,Needs_QC_Review,QC_GatheredContext,QC_RewriteNotes,OriginalTaskName_QC,OriginalDescription_QC,Needs_LLM_Direct_Review,Reason_for_LLM_Review,OriginalTaskName_LLM,OriginalDescription_LLM,LLM_Refinement_Notes,HolisticReviewNotes,ParentTaskID,SubTaskLevel,BlockedBy,BlocksTask,IsParentCandidate,IsDecompositionCandidate,PotentialBlockers,PotentialSubtasks,StructuralAnalysisNotes,LLM_Decomposition_Done,LLM_Hierarchy_Done,LLM_Initiative_Done,LLM_Dependency_Done,LLM_Content_Cohesion_Done,IsInformationalContext,ContextProcessedNotes,OriginalTaskDescription,Status,AssignedTo,TranscriptionGroup,ConversationFlowID,HierarchyMethod,LineRefQuality,ProcessingStageNotes,DecompositionMethod,RefinementStageFlag,ContextualReferenceMap,MetadataCompleteness
T1463,Flag symbolic field impact,Flag symbolic field impact: Flag symbolic field impact,Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; TaskName_OK (heuristic check).,4,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Flag symbolic field impact,Flag symbolic field impact,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Flag symbolic field impact', New: 'Flag symbolic field impact'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Flag symbolic field impact: Flag symbolic...', New: 'Flag symbolic field impact: Flag symbolic field im...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1466,Drift / overdue flags,Drift / overdue flags: Drift / overdue flags,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Drift / overdue flags,Drift / overdue flags,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Drift / overdue flags', New: 'Drift / overdue flags'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Drift / overdue flags: Drift / overdue fl...', New: 'Drift / overdue flags: Drift / overdue flags...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1480,Program register export,"Loove Program Task Register (Expanded)

  Initiative / Goal                   Vertical / Division                            Status        Notes",Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,"Found transcription context (score: 0.63, lines: 540-544); TaskDescription updated from transcription.",Program register export,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Program register export', New: 'Program register export'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1482,Symbolic relay formatting,Symbolic relay formatting: Symbolic relay formatting,Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; TaskName_OK (heuristic check).,4,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Symbolic relay formatting,Symbolic relay formatting,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Symbolic relay formatting', New: 'Symbolic relay formatting'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Symbolic relay formatting: Symbolic relay...', New: 'Symbolic relay formatting: Symbolic relay formatti...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1486,Purpose: Airtable / Coda re-import,Purpose: Airtable / Coda re-import,Christine,System Integration,Retail / Cafe,1-10 hrs,Medium,structurally_recoverable,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,4,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Purpose: Airtable / Coda re-import', New: 'Purpose: Airtable / Coda re-import'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1490,"Placement: Canvas-integrated, field-scannable","Placement: Canvas-integrated, field-scannable: Placement: Canvas-integrated, field-scannable",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Rewritten using first sentence of description.,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,"Address: Placement: Canvas-integrated, field-scannable","Placement: Canvas-integrated, field-scannable",False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Placement: Canvas-integrated, field-scannable', New: 'Placement: Canvas-integrated, field-scannable'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Placement: Canvas-integrated, field-scann...', New: 'Placement: Canvas-integrated, field-scannable: Pla...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1502,Markdown rhythm checks completed on re-render,Markdown rhythm checks completed on re-render,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Markdown rhythm checks completed on re-render', New: 'Markdown rhythm checks completed on re-render'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1503,Time reporting protocol validated under MTAP,Time reporting protocol validated under MTAP,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Time reporting protocol validated under MTAP', New: 'Time reporting protocol validated under MTAP'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1508,Header Present: ### [Loove Program Register -- Markdown,Header Present: ### [Loove Program Register -- Markdown,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Header Present: ### [Loove Program Register -- Markdown', New: 'Header Present: ### [Loove Program Register -- Markdown'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1511,"Format: Clean, consistent pipe alignment ✅","Format: Clean, consistent pipe alignment ✅",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Rewritten using first sentence of description.,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Format: Clean, consistent pipe alignment ✅', New: 'Format: Clean, consistent pipe alignment ✅'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1514,All 12 entries present ✅,All 12 entries present ✅,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: All 12 entries present ✅', New: 'All 12 entries present ✅'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1520,Anchor References: Match symbolic register and model anchor map ✅: Meta-Coordination,Anchor References: Match symbolic register and model anchor map ✅,Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,"CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; Task split into new TaskIDs: T1851, T1852.",4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Anchor References: Match symbolic register and model anchor map ✅', New: 'Anchor References: Match symbolic register and model anchor map ✅'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1522,Breaks clean Markdown formatting and may cause render issues: Task Management,Breaks clean Markdown formatting and may cause render issues,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Task split into new TaskIDs: T1853, T1854.",3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Breaks clean Markdown formatting and may cause render issues', New: 'Breaks clean Markdown formatting and may cause render issues'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1525,Symbolic field continuity maintained,Symbolic field continuity maintained: Symbolic field continuity maintained,Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; TaskName_OK (heuristic check).,4,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Symbolic field continuity maintained,Symbolic field continuity maintained,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Symbolic field continuity maintained', New: 'Symbolic field continuity maintained'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Symbolic field continuity maintained: Sym...', New: 'Symbolic field continuity maintained: Symbolic fie...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1526,"The section labeled ""Loove Program Register -- Markdown Re-Render""","The section labeled ""Loove Program Register -- Markdown Re-Render""",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The section labeled ""Loove Program Register -- Markdown Re-Render""', New: 'The section labeled ""Loove Program Register -- Markdown Re-Render""'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1527,During the compound export cycle,"During the compound export cycle, the markdown insertion was divided",Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: During the compound export cycle', New: 'During the compound export cycle'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1528,The header *claiming full render* was inserted before the rendering,The header *claiming full render* was inserted before the rendering,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The header *claiming full render* was inserted before the rendering', New: 'The header *claiming full render* was inserted before the rendering'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1529,No conditional logic was added to suppress or rewrite the header,No conditional logic was added to suppress or rewrite the header,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: No conditional logic was added to suppress or rewrite the header', New: 'No conditional logic was added to suppress or rewrite the header'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1530,The QC audit scanned the markdown structure of the present table,The QC audit scanned the markdown structure of the present table,Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The QC audit scanned the markdown structure of the present table', New: 'The QC audit scanned the markdown structure of the present table'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1536,QA behavior was delegated to a non-symbolically anchored engine,QA behavior was delegated to a non-symbolically anchored engine,Josh,Meta-Coordination,Studio / AV Tech,1-10 hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: Multiple verticals matched: Studio / AV Tech, Meta-Coordination. Assigned to Josh and first matched vertical.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).",4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: QA behavior was delegated to a non-symbolically anchored engine', New: 'QA behavior was delegated to a non-symbolically anchored engine'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1539,"Mark the section clearly as *partial render only,Mark the section clearly as *partial render only,Christine",CLARIFICATION-REQUIRED,Design / Install,1-10 hrs,Medium,structurally_recoverable,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,4,Blocked,,,,,No strong transcription context found for search terms.,,No transcription match information available,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Mark the section clearly as *partial render only', New: 'Mark the section clearly as *partial render only'",,0,,0,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,False,Actionable-Reviewed,,Not Started,,,,,Unknown,,,,,0.89
T1546,Execute the cleanup (header correction + placeholder insertion),"Execute the cleanup (header correction + placeholder insertion), and",Josh,Facility Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,,,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1547,The CSV generated during the compound processing phase was either,The CSV generated during the compound processing phase was either:,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The CSV generated during the compound processing phase was either', New: 'The CSV generated during the compound processing phase was either'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1551,Confirm all schema fields present,Confirm all schema fields present: [Further details needed for this task.],Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED; NeedsMoreDetail,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.; Flagged as NeedsMoreDetail (desc repeats short name).,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED; NeedsMoreDetail,Description is very similar/identical to TaskName.,True,No additional context readily found from parent or transcription search.,Description was identical to short name; added prompt for details.,Confirm all schema fields present,Confirm all schema fields present,False,,,,,,,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1552,Verify UTF-8 compatibility and structure: Verify Compatibility,Verify UTF-8 compatibility and structure: [Further details needed for this task.],Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Task split into new TaskIDs: T1855, T1856.",3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,Description is very similar/identical to TaskName.,True,No additional context readily found from parent or transcription search.,Description was identical to short name; added prompt for details.,Verify UTF-8 compatibility and structure,Verify UTF-8 compatibility and structure,False,,,,,,,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1554,The system successfully executed the update command,"The system successfully executed the update command, so the call",Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The system successfully executed the update command', New: 'The system successfully executed the update command'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1557,Strategic descriptions (refined across multiple sweeps),Strategic descriptions (refined across multiple sweeps),Josh,Task Management,Unknown,12+ hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Strategic descriptions (refined across multiple sweeps)', New: 'Strategic descriptions (refined across multiple sweeps)'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1559,Assignment and dependencies,Assignment and dependencies: Assignment and dependencies,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Task split into new TaskIDs: T1857, T1858.",3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Assignment and dependencies,Assignment and dependencies,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Assignment and dependencies', New: 'Assignment and dependencies'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Assignment and dependencies: Assignment a...', New: 'Assignment and dependencies: Assignment and depend...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1563,Validated through CSV export,Validated through CSV export: Validated through CSV export,Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Validated through CSV export,Validated through CSV export,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Validated through CSV export', New: 'Validated through CSV export'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Validated through CSV export: Validated t...', New: 'Validated through CSV export: Validated through CS...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
